"supportprojectstatuslogid","previousstatus","currentstatus","startdate","enddate","reason","additionalinfo","supportprojectstatuslog2supportproject","changetype"
1262,100,1,"2020-07-03","2020-07-15",NULL,NULL,427,0
1318,1,3,"2020-07-15",NULL,NULL,NULL,428,0
1263,100,1,"2020-07-03","2020-07-15",NULL,NULL,428,0
1319,1,3,"2020-07-15",NULL,NULL,NULL,429,0
1264,100,1,"2020-07-03","2020-07-15",NULL,NULL,429,0
1320,1,3,"2020-07-15",NULL,NULL,NULL,430,0
1265,100,1,"2020-07-03","2020-07-15",NULL,NULL,430,0
1314,1,3,"2020-07-15",NULL,NULL,NULL,431,0
1266,100,1,"2020-07-03","2020-07-15",NULL,NULL,431,0
1315,1,3,"2020-07-15",NULL,NULL,NULL,432,0
1267,100,1,"2020-07-03","2020-07-15",NULL,NULL,432,0
1316,1,3,"2020-07-15",NULL,NULL,NULL,433,0
1268,100,1,"2020-07-03","2020-07-15",NULL,NULL,433,0
1317,1,3,"2020-07-15",NULL,NULL,NULL,434,0
1269,100,1,"2020-07-03","2020-07-15",NULL,NULL,434,0
1272,0,1,"2020-07-05","2020-08-17",NULL,NULL,435,0
1429,1,9,"2020-08-17","2020-09-01",2,NULL,435,1
1472,9,7,"2020-09-01",NULL,NULL,NULL,435,0
1273,0,1,"2020-07-05",NULL,NULL,NULL,436,0
1387,1,9,"2020-08-04","2020-08-04",3,"it was integrated for test purpose ",437,1
1388,9,7,"2020-08-04",NULL,NULL,NULL,437,0
1274,100,1,"2020-07-06","2020-08-04",NULL,NULL,437,0
1393,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",438,1
1394,9,7,"2020-08-04",NULL,NULL,NULL,438,0
1275,100,1,"2020-07-06","2020-08-04",NULL,NULL,438,0
1395,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",439,1
1396,9,7,"2020-08-04",NULL,NULL,NULL,439,0
1276,100,1,"2020-07-06","2020-08-04",NULL,NULL,439,0
1341,1,3,"2020-07-26",NULL,NULL,NULL,440,0
1277,100,1,"2020-07-07","2020-07-26",NULL,NULL,440,0
1389,1,9,"2020-08-04","2020-08-04",3,"this is a fake request that was created for test purpose ",441,1
1390,9,7,"2020-08-04",NULL,NULL,NULL,441,0
1281,100,1,"2020-07-07","2020-08-04",NULL,NULL,441,0
1332,1,3,"2020-07-21",NULL,NULL,NULL,442,0
1283,100,1,"2020-07-08","2020-07-21",NULL,NULL,442,0
1285,1,3,"2020-07-08","2020-07-14",NULL,NULL,443,0
1301,3,4,"2020-07-14",NULL,NULL,NULL,443,0
1344,4,5,"2020-07-27",NULL,NULL,NULL,443,0
1343,4,5,"2020-07-27",NULL,NULL,NULL,443,0
1455,5,5,"2020-08-24",NULL,NULL,NULL,443,0
1284,100,1,"2020-07-08","2020-07-08",NULL,NULL,443,0
1391,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",444,1
1392,9,7,"2020-08-04",NULL,NULL,NULL,444,0
1286,100,1,"2020-07-09","2020-08-04",NULL,NULL,444,0
1402,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",445,1
1403,9,7,"2020-08-04",NULL,NULL,NULL,445,0
1287,100,1,"2020-07-09","2020-08-04",NULL,NULL,445,0
1288,0,1,"2020-07-09","2020-08-17",NULL,NULL,446,0
1430,1,9,"2020-08-17",NULL,2,NULL,446,1
1289,0,1,"2020-07-09","2020-07-10",NULL,NULL,447,0
1295,1,3,"2020-07-10","2020-07-20",NULL,NULL,447,0
1325,3,4,"2020-07-20",NULL,NULL,NULL,447,0
1434,4,5,"2020-08-17",NULL,NULL,NULL,447,0
1342,4,5,"2020-07-27",NULL,NULL,NULL,447,0
1294,0,1,"2020-07-10","2020-08-04",NULL,NULL,448,0
1397,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",448,1
1398,9,7,"2020-08-04",NULL,NULL,NULL,448,0
1400,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",449,1
1401,9,7,"2020-08-04",NULL,NULL,NULL,449,0
1291,100,1,"2020-07-10","2020-08-04",NULL,NULL,449,0
1404,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",451,1
1405,9,7,"2020-08-04",NULL,NULL,NULL,451,0
1292,100,1,"2020-07-10","2020-08-04",NULL,NULL,451,0
1406,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",452,1
1407,9,7,"2020-08-04",NULL,NULL,NULL,452,0
1293,100,1,"2020-07-10","2020-08-04",NULL,NULL,452,0
1419,1,4,"2020-08-08",NULL,NULL,NULL,453,0
1298,100,1,"2020-07-13","2020-08-08",NULL,NULL,453,0
1335,1,3,"2020-07-22",NULL,NULL,NULL,454,0
1299,100,1,"2020-07-14","2020-07-22",NULL,NULL,454,0
1338,1,3,"2020-07-23",NULL,NULL,NULL,455,0
1300,100,1,"2020-07-14","2020-07-23",NULL,NULL,455,0
1322,100,1,"2020-07-18",NULL,NULL,NULL,456,0
1410,1,9,"2020-08-04","2020-08-04",3,"this is a replicated request and will be delivered through the original workshop",457,1
1411,9,7,"2020-08-04",NULL,NULL,NULL,457,0
1323,100,1,"2020-07-18","2020-08-04",NULL,NULL,457,0
1324,0,1,"2020-07-20","2020-08-04",NULL,NULL,458,0
1412,1,9,"2020-08-04","2020-08-04",3,"a replicated request",458,1
1413,9,7,"2020-08-04",NULL,NULL,NULL,458,0
1331,100,1,"2020-07-21",NULL,NULL,NULL,460,0
1334,100,1,"2020-07-22",NULL,NULL,NULL,461,0
1416,1,3,"2020-08-05",NULL,NULL,NULL,462,0
1339,100,1,"2020-07-24","2020-08-05",NULL,NULL,462,0
1414,1,9,"2020-08-05",NULL,3,"This service will initiate once the update to the national youth engagement policy service is finalized.",463,1
1340,100,1,"2020-07-24","2020-08-05",NULL,NULL,463,0
1426,1,3,"2020-08-17",NULL,NULL,NULL,464,0
1345,100,1,"2020-07-28","2020-08-17",NULL,NULL,464,0
1408,1,9,"2020-08-04","2020-08-04",3,"fake request that was created for test purpose",465,1
1420,7,10,"2020-08-09",NULL,NULL,NULL,465,0
1409,9,7,"2020-08-04",NULL,NULL,NULL,465,0
1346,100,1,"2020-07-28","2020-08-04",NULL,NULL,465,0
1347,100,1,"2020-07-28",NULL,NULL,NULL,466,0
1428,1,9,"2020-08-17","2020-09-01",2,"",467,1
1471,9,7,"2020-09-01",NULL,NULL,NULL,467,0
1348,100,1,"2020-07-28","2020-08-17",NULL,NULL,467,0
1445,1,9,"2020-08-20","2020-08-20",2,NULL,468,1
1447,7,10,"2020-08-20",NULL,NULL,NULL,468,0
1446,9,7,"2020-08-20",NULL,NULL,NULL,468,0
1349,100,1,"2020-07-29","2020-08-20",NULL,NULL,468,0
1371,100,1,"2020-07-31",NULL,NULL,NULL,469,0
1372,0,1,"2020-08-02","2020-08-26",NULL,NULL,470,0
1464,1,3,"2020-08-26",NULL,NULL,NULL,470,0
1379,1,3,"2020-08-03",NULL,NULL,NULL,471,0
1375,100,1,"2020-08-03","2020-08-03",NULL,NULL,471,0
1380,1,3,"2020-08-03",NULL,NULL,NULL,472,0
1376,100,1,"2020-08-03","2020-08-03",NULL,NULL,472,0
1381,1,3,"2020-08-03",NULL,NULL,NULL,473,0
1377,100,1,"2020-08-03","2020-08-03",NULL,NULL,473,0
1382,1,3,"2020-08-03",NULL,NULL,NULL,474,0
1378,100,1,"2020-08-03","2020-08-03",NULL,NULL,474,0
1417,1,9,"2020-08-07","2020-08-07",2,"There is ongoing service on WOSM Assessment and thus the service on Self Assessment does not qualify",475,1
1418,9,7,"2020-08-07",NULL,NULL,NULL,475,0
1385,100,1,"2020-08-04","2020-08-07",NULL,NULL,475,0
1386,100,1,"2020-08-04",NULL,NULL,NULL,476,0
1421,100,1,"2020-08-10",NULL,NULL,NULL,477,0
1422,100,1,"2020-08-10",NULL,NULL,NULL,478,0
1444,1,3,"2020-08-20",NULL,NULL,NULL,479,0
1423,100,1,"2020-08-13","2020-08-20",NULL,NULL,479,0
1424,100,1,"2020-08-14",NULL,NULL,NULL,480,0
1427,1,3,"2020-08-17",NULL,NULL,NULL,481,0
1425,100,1,"2020-08-14","2020-08-17",NULL,NULL,481,0
1431,100,1,"2020-08-17",NULL,NULL,NULL,482,0
1439,100,1,"2020-08-19",NULL,NULL,NULL,483,0
1449,100,1,"2020-08-23",NULL,NULL,NULL,484,0
1456,1,9,"2020-08-25","2020-08-25",2,NULL,485,1
1458,7,10,"2020-08-25",NULL,NULL,NULL,485,0
1457,9,7,"2020-08-25",NULL,NULL,NULL,485,0
1450,100,1,"2020-08-23","2020-08-25",NULL,NULL,485,0
1459,1,9,"2020-08-25","2020-08-25",2,NULL,486,1
1461,7,10,"2020-08-25",NULL,NULL,NULL,486,0
1460,9,7,"2020-08-25",NULL,NULL,NULL,486,0
1451,100,1,"2020-08-23","2020-08-25",NULL,NULL,486,0
1480,1,3,"2020-09-07",NULL,NULL,NULL,487,0
1452,100,1,"2020-08-23","2020-09-07",NULL,NULL,487,0
1454,1,3,"2020-08-24","2020-09-02",NULL,NULL,488,0
1475,3,4,"2020-09-02",NULL,NULL,NULL,488,0
1453,100,1,"2020-08-24","2020-08-24",NULL,NULL,488,0
1465,100,1,"2020-08-27",NULL,NULL,NULL,489,0
1467,100,1,"2020-08-27",NULL,NULL,NULL,490,0
1470,100,1,"2020-09-01",NULL,NULL,NULL,491,0
1474,100,1,"2020-09-02",NULL,NULL,NULL,492,0
1476,100,1,"2020-09-03",NULL,NULL,NULL,493,0
1477,100,1,"2020-09-03",NULL,NULL,NULL,494,0
1481,100,1,"2020-09-07",NULL,NULL,NULL,495,0
1484,100,1,"2020-09-07",NULL,NULL,NULL,496,0
1486,100,1,"2020-09-08",NULL,NULL,NULL,497,0
